SEASON,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,HOME
2017,1610612739,CLE,Cleveland Cavaliers,21700466,2017-12-21,CLE vs. CHI,W,39,34,12,23,0.522,2,5,0.4,8,8,1.0,1,5,6,9,3,0,4,1,1.0,True
2017,1610612739,CLE,Cleveland Cavaliers,21700453,2017-12-19,CLE @ MIL,L,34,39,14,22,0.636,6,11,0.545,5,5,1.0,0,1,1,7,3,2,7,1,-1.4,False
2017,1610612739,CLE,Cleveland Cavaliers,21700440,2017-12-17,CLE @ WAS,W,41,20,8,23,0.348,2,7,0.286,2,3,0.667,2,9,11,15,0,1,6,4,0.8,False
2017,1610612739,CLE,Cleveland Cavaliers,21700430,2017-12-16,CLE vs. UTA,W,37,29,9,15,0.6,1,4,0.25,10,10,1.0,0,11,11,10,1,0,5,2,0.0,True
2017,1610612739,CLE,Cleveland Cavaliers,21700415,2017-12-14,CLE vs. LAL,W,39,25,8,18,0.444,1,6,0.167,8,12,0.667,1,11,12,12,2,2,5,0,2.8,True
2017,1610612739,CLE,Cleveland Cavaliers,21700397,2017-12-12,CLE vs. ATL,W,35,25,11,13,0.846,2,3,0.667,1,2,0.5,0,7,7,17,2,0,2,4,3.8,True
2017,1610612739,CLE,Cleveland Cavaliers,21700379,2017-12-09,CLE vs. PHI,W,39,30,9,23,0.391,2,6,0.333,10,12,0.833,3,10,13,13,3,0,6,1,-0.6,True
2017,1610612739,CLE,Cleveland Cavaliers,21700369,2017-12-08,CLE @ IND,L,39,29,12,22,0.545,1,5,0.2,4,5,0.8,2,8,10,8,1,2,3,1,0.6,False
2017,1610612739,CLE,Cleveland Cavaliers,21700353,2017-12-06,CLE vs. SAC,W,41,32,12,18,0.667,5,8,0.625,3,6,0.5,2,9,11,9,3,2,7,0,0.4,True
2017,1610612739,CLE,Cleveland Cavaliers,21700344,2017-12-04,CLE @ CHI,W,34,23,9,15,0.6,2,4,0.5,3,4,0.75,0,7,7,6,2,0,2,1,5.4,False
2017,1610612739,CLE,Cleveland Cavaliers,21700329,2017-12-02,CLE vs. MEM,W,39,34,13,22,0.591,0,3,0.0,8,8,1.0,0,2,2,12,0,1,5,1,-1.0,True
2017,1610612739,CLE,Cleveland Cavaliers,21700313,2017-11-30,CLE @ ATL,W,38,24,8,11,0.727,3,6,0.5,5,7,0.714,1,5,6,12,2,2,3,3,2.0,False
2017,1610612739,CLE,Cleveland Cavaliers,21700298,2017-11-28,CLE vs. MIA,W,28,21,10,16,0.625,1,3,0.333,0,1,0.0,2,10,12,6,5,1,2,1,5.2,True
2017,1610612739,CLE,Cleveland Cavaliers,21700291,2017-11-27,CLE @ PHI,W,31,30,12,23,0.522,3,7,0.429,3,4,0.75,3,11,14,6,0,0,3,0,0.2,False
2017,1610612739,CLE,Cleveland Cavaliers,21700270,2017-11-24,CLE vs. CHA,W,40,27,10,20,0.5,3,8,0.375,4,7,0.571,1,15,16,13,0,3,3,2,-0.4,True
2017,1610612739,CLE,Cleveland Cavaliers,21700254,2017-11-22,CLE vs. BKN,W,33,33,11,17,0.647,4,7,0.571,7,9,0.778,1,5,6,5,2,0,3,2,4.0,True
2017,1610612739,CLE,Cleveland Cavaliers,21700242,2017-11-20,CLE @ DET,W,27,18,7,14,0.5,3,5,0.6,1,1,1.0,0,2,2,8,1,1,0,2,4.2,False
2017,1610612739,CLE,Cleveland Cavaliers,21700220,2017-11-17,CLE vs. LAC,W,46,39,17,26,0.654,4,9,0.444,1,5,0.2,1,13,14,6,0,0,6,0,0.2,True
2017,1610612739,CLE,Cleveland Cavaliers,21700207,2017-11-15,CLE @ CHA,W,37,31,12,24,0.5,4,7,0.571,3,3,1.0,2,4,6,8,2,1,3,4,0.2,False
2017,1610612739,CLE,Cleveland Cavaliers,21700193,2017-11-13,CLE @ NYK,W,36,23,7,14,0.5,2,4,0.5,7,10,0.7,3,6,9,12,0,3,5,1,0.6,False
2017,1610612739,CLE,Cleveland Cavaliers,21700181,2017-11-11,CLE @ DAL,W,42,19,6,14,0.429,1,3,0.333,6,8,0.75,1,10,11,4,0,1,6,3,1.0,False
2017,1610612739,CLE,Cleveland Cavaliers,21700166,2017-11-09,CLE @ HOU,L,40,33,15,24,0.625,1,4,0.25,2,3,0.667,0,4,4,7,1,1,8,4,1.0,False
2017,1610612739,CLE,Cleveland Cavaliers,21700149,2017-11-07,CLE vs. MIL,W,37,30,10,20,0.5,2,4,0.5,8,10,0.8,1,7,8,9,3,0,1,1,1.2,True
2017,1610612739,CLE,Cleveland Cavaliers,21700136,2017-11-05,CLE vs. ATL,L,41,26,10,17,0.588,0,3,0.0,6,6,1.0,2,3,5,13,1,2,6,4,-0.8,True
2017,1610612739,CLE,Cleveland Cavaliers,21700122,2017-11-03,CLE @ WAS,W,43,57,23,34,0.676,2,4,0.5,9,9,1.0,5,6,11,7,3,2,3,2,1.2,False
2017,1610612739,CLE,Cleveland Cavaliers,21700106,2017-11-01,CLE vs. IND,L,37,33,14,22,0.636,1,5,0.2,4,5,0.8,1,5,6,11,2,1,8,1,-2.4,True
2017,1610612739,CLE,Cleveland Cavaliers,21700090,2017-10-29,CLE vs. NYK,L,39,16,7,15,0.467,1,4,0.25,1,1,1.0,1,9,10,7,2,0,4,2,-3.4,True
2017,1610612739,CLE,Cleveland Cavaliers,21700077,2017-10-28,CLE @ NOP,L,31,18,6,11,0.545,1,3,0.333,5,6,0.833,0,3,3,8,0,0,4,3,-2.0,False
2017,1610612739,CLE,Cleveland Cavaliers,21700058,2017-10-25,CLE @ BKN,L,41,29,12,20,0.6,1,2,0.5,4,8,0.5,1,9,10,13,0,4,8,1,-0.4,False
2017,1610612739,CLE,Cleveland Cavaliers,21700049,2017-10-24,CLE vs. CHI,W,37,34,13,20,0.65,4,6,0.667,4,5,0.8,0,2,2,13,3,0,2,1,1.4,True
2017,1610612739,CLE,Cleveland Cavaliers,21700028,2017-10-21,CLE vs. ORL,L,31,22,8,15,0.533,1,3,0.333,5,6,0.833,0,4,4,2,1,1,1,0,-6.2,True
2017,1610612739,CLE,Cleveland Cavaliers,21700021,2017-10-20,CLE @ MIL,W,37,24,10,16,0.625,2,4,0.5,2,2,1.0,1,4,5,8,1,1,5,2,2.6,False
2017,1610612739,CLE,Cleveland Cavaliers,21700001,2017-10-17,CLE vs. BOS,W,41,29,12,19,0.632,1,5,0.2,4,4,1.0,1,15,16,9,0,2,4,3,0.6,True
2016,1610612739,CLE,Cleveland Cavaliers,21601197,2017-04-09,CLE @ ATL,L,47,32,11,21,0.524,1,3,0.333,9,10,0.9,3,13,16,10,1,0,3,6,0.4,False
2016,1610612739,CLE,Cleveland Cavaliers,21601179,2017-04-07,CLE vs. ATL,L,41,27,12,15,0.8,1,2,0.5,2,6,0.333,1,7,8,7,2,0,5,0,-3.0,True
2016,1610612739,CLE,Cleveland Cavaliers,21601169,2017-04-05,CLE @ BOS,W,39,36,14,22,0.636,1,4,0.25,7,7,1.0,2,8,10,6,1,2,3,3,6.4,False
2016,1610612739,CLE,Cleveland Cavaliers,21601156,2017-04-04,CLE vs. ORL,W,37,18,7,14,0.5,0,3,0.0,4,6,0.667,1,10,11,11,2,1,6,2,3.4,True
2016,1610612739,CLE,Cleveland Cavaliers,21601150,2017-04-02,CLE vs. IND,W,52,41,16,29,0.552,3,10,0.3,6,12,0.5,4,10,14,11,2,1,1,4,-0.2,True
2016,1610612739,CLE,Cleveland Cavaliers,21601128,2017-03-31,CLE vs. PHI,W,30,34,14,22,0.636,3,7,0.429,3,6,0.5,2,7,9,6,0,0,2,2,6.2,True
2016,1610612739,CLE,Cleveland Cavaliers,21601122,2017-03-30,CLE @ CHI,L,39,26,11,20,0.55,1,7,0.143,3,7,0.429,1,9,10,8,1,1,4,0,-0.6,False
2016,1610612739,CLE,Cleveland Cavaliers,21601099,2017-03-27,CLE @ SAS,L,30,17,7,17,0.412,0,3,0.0,3,6,0.5,3,5,8,8,0,0,2,3,-2.6,False
2016,1610612739,CLE,Cleveland Cavaliers,21601083,2017-03-25,CLE vs. WAS,L,41,24,10,21,0.476,0,4,0.0,4,6,0.667,3,8,11,8,0,1,3,2,-2.2,True
2016,1610612739,CLE,Cleveland Cavaliers,21601073,2017-03-24,CLE @ CHA,W,40,32,9,14,0.643,0,1,0.0,14,16,0.875,0,9,9,11,1,2,4,2,0.2,False
2016,1610612739,CLE,Cleveland Cavaliers,21601064,2017-03-22,CLE @ DEN,L,34,18,8,12,0.667,0,2,0.0,2,4,0.5,2,4,6,5,0,0,4,1,-6.0,False
2016,1610612739,CLE,Cleveland Cavaliers,21601043,2017-03-19,CLE @ LAL,W,38,34,13,22,0.591,3,8,0.375,5,8,0.625,0,6,6,7,1,0,3,2,2.4,False
2016,1610612739,CLE,Cleveland Cavaliers,21601014,2017-03-16,CLE vs. UTA,W,38,33,13,20,0.65,2,5,0.4,5,10,0.5,0,10,10,6,2,1,6,0,2.8,True
2016,1610612739,CLE,Cleveland Cavaliers,21600999,2017-03-14,CLE vs. DET,W,28,16,6,12,0.5,0,2,0.0,4,5,0.8,0,11,11,12,0,0,2,0,4.4,True
2016,1610612739,CLE,Cleveland Cavaliers,21600989,2017-03-12,CLE @ HOU,L,40,30,12,20,0.6,4,11,0.364,2,3,0.667,0,7,7,5,2,0,8,2,-1.8,False
2016,1610612739,CLE,Cleveland Cavaliers,21600977,2017-03-11,CLE @ ORL,W,38,24,8,14,0.571,2,5,0.4,6,10,0.6,0,12,12,12,0,1,4,3,2.4,False
2016,1610612739,CLE,Cleveland Cavaliers,21600960,2017-03-09,CLE @ DET,L,39,29,12,22,0.545,0,6,0.0,5,8,0.625,4,10,14,10,1,0,3,1,3.6,False
2016,1610612739,CLE,Cleveland Cavaliers,21600936,2017-03-06,CLE vs. MIA,L,39,30,11,22,0.5,2,5,0.4,6,10,0.6,3,14,17,6,1,1,3,2,2.8,True
2016,1610612739,CLE,Cleveland Cavaliers,21600913,2017-03-03,CLE @ ATL,W,39,38,14,27,0.519,6,10,0.6,4,8,0.5,1,12,13,8,0,0,2,4,1.0,False
2016,1610612739,CLE,Cleveland Cavaliers,21600901,2017-03-01,CLE @ BOS,L,40,28,10,21,0.476,3,6,0.5,5,8,0.625,5,8,13,10,1,1,4,3,-0.6,False
2016,1610612739,CLE,Cleveland Cavaliers,21600884,2017-02-27,CLE vs. MIL,W,37,24,8,12,0.667,1,2,0.5,7,9,0.778,0,10,10,6,0,0,3,1,1.6,True
2016,1610612739,CLE,Cleveland Cavaliers,21600853,2017-02-23,CLE vs. NYK,W,37,18,7,11,0.636,0,2,0.0,4,6,0.667,0,13,13,15,0,3,6,1,2.0,True
2016,1610612739,CLE,Cleveland Cavaliers,21600835,2017-02-15,CLE vs. IND,W,33,31,12,17,0.706,4,5,0.8,3,4,0.75,0,5,5,4,1,0,4,2,1.8,True
2016,1610612739,CLE,Cleveland Cavaliers,21600832,2017-02-14,CLE @ MIN,W,40,25,10,14,0.714,2,3,0.667,3,6,0.5,1,7,8,14,0,0,6,3,2.2,False
2016,1610612739,CLE,Cleveland Cavaliers,21600811,2017-02-11,CLE vs. DEN,W,33,27,11,16,0.688,1,1,1.0,4,4,1.0,0,5,5,12,2,0,6,1,5.2,True
2016,1610612739,CLE,Cleveland Cavaliers,21600796,2017-02-09,CLE @ OKC,L,41,18,8,19,0.421,1,4,0.25,1,3,0.333,1,4,5,7,2,2,3,1,-0.8,False
2016,1610612739,CLE,Cleveland Cavaliers,21600783,2017-02-08,CLE @ IND,W,38,25,9,16,0.563,1,2,0.5,6,8,0.75,1,5,6,9,1,1,4,2,1.6,False
2016,1610612739,CLE,Cleveland Cavaliers,21600769,2017-02-06,CLE @ WAS,W,42,32,12,18,0.667,6,8,0.75,2,5,0.4,0,7,7,17,2,2,6,6,0.0,False
2016,1610612739,CLE,Cleveland Cavaliers,21600759,2017-02-04,CLE @ NYK,W,40,32,12,20,0.6,4,8,0.5,4,5,0.8,0,5,5,10,0,0,5,1,2.2,False
2016,1610612739,CLE,Cleveland Cavaliers,21600731,2017-02-01,CLE vs. MIN,W,34,27,11,14,0.786,1,2,0.5,4,7,0.571,0,8,8,12,2,1,2,1,3.2,True
2016,1610612739,CLE,Cleveland Cavaliers,21600722,2017-01-30,CLE @ DAL,L,37,23,9,19,0.474,1,6,0.167,4,8,0.5,0,9,9,9,2,0,5,0,-1.6,False
2016,1610612739,CLE,Cleveland Cavaliers,21600712,2017-01-29,CLE vs. OKC,W,37,25,9,18,0.5,0,2,0.0,7,10,0.7,1,13,14,8,1,0,2,1,2.0,True
2016,1610612739,CLE,Cleveland Cavaliers,21600695,2017-01-27,CLE vs. BKN,W,34,31,13,18,0.722,1,3,0.333,4,7,0.571,0,5,5,11,0,0,5,1,4.4,True
2016,1610612739,CLE,Cleveland Cavaliers,21600680,2017-01-25,CLE vs. SAC,L,45,24,8,15,0.533,0,3,0.0,8,11,0.727,4,9,13,11,2,1,5,3,-0.2,True
2016,1610612739,CLE,Cleveland Cavaliers,21600671,2017-01-23,CLE @ NOP,L,44,26,11,21,0.524,1,4,0.25,3,4,0.75,2,8,10,12,2,0,6,2,-2.2,False
2016,1610612739,CLE,Cleveland Cavaliers,21600657,2017-01-21,CLE vs. SAS,L,45,29,11,16,0.688,2,5,0.4,5,7,0.714,0,6,6,7,2,0,7,5,-3.2,True
2016,1610612739,CLE,Cleveland Cavaliers,21600636,2017-01-19,CLE vs. PHX,W,39,21,8,12,0.667,0,2,0.0,5,8,0.625,0,9,9,15,1,2,4,2,2.8,True
2016,1610612739,CLE,Cleveland Cavaliers,21600619,2017-01-16,CLE @ GSW,L,35,20,6,18,0.333,1,4,0.25,7,10,0.7,2,6,8,2,1,0,6,1,-6.4,False
2016,1610612739,CLE,Cleveland Cavaliers,21600599,2017-01-13,CLE @ SAC,W,42,16,6,12,0.5,1,4,0.25,3,3,1.0,0,2,2,15,1,1,5,2,3.2,False
2016,1610612739,CLE,Cleveland Cavaliers,21600585,2017-01-11,CLE @ POR,L,31,20,5,12,0.417,2,5,0.4,8,9,0.889,1,10,11,4,1,1,5,1,-1.4,False
2016,1610612739,CLE,Cleveland Cavaliers,21600576,2017-01-10,CLE @ UTA,L,37,29,10,20,0.5,3,6,0.5,6,7,0.857,1,5,6,5,4,0,4,0,-1.6,False
2016,1610612739,CLE,Cleveland Cavaliers,21600565,2017-01-08,CLE @ PHX,W,40,28,11,17,0.647,2,4,0.5,4,6,0.667,3,5,8,4,1,0,7,3,-0.4,False
2016,1610612739,CLE,Cleveland Cavaliers,21600547,2017-01-06,CLE @ BKN,W,35,36,14,20,0.7,0,1,0.0,8,10,0.8,0,9,9,6,3,0,5,2,4.0,False
2016,1610612739,CLE,Cleveland Cavaliers,21600532,2017-01-04,CLE vs. CHI,L,37,31,12,21,0.571,1,2,0.5,6,9,0.667,2,6,8,7,1,0,5,2,-2.6,True
2016,1610612739,CLE,Cleveland Cavaliers,21600514,2017-01-02,CLE vs. NOP,W,39,26,9,21,0.429,0,4,0.0,8,10,0.8,2,5,7,6,2,1,4,1,-0.8,True
2016,1610612739,CLE,Cleveland Cavaliers,21600505,2016-12-31,CLE @ CHA,W,36,32,12,25,0.48,4,8,0.5,4,6,0.667,2,4,6,9,1,0,1,1,3.4,False
