,SEASON,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,HOME
0,2020,1610612748,MIA,Miami Heat,22000773,2021-04-06,MIA vs. MEM,L,35,28,11,16,0.688,1,2,0.5,5,6,0.833,1,2,3,5,2,0,1,1,0.2,True
1,2020,1610612748,MIA,Miami Heat,22000749,2021-04-03,MIA vs. CLE,W,32,15,4,8,0.5,0,0,,7,7,1.0,2,4,6,11,2,0,1,2,2.2,True
2,2020,1610612748,MIA,Miami Heat,22000733,2021-04-01,MIA vs. GSW,W,35,22,7,13,0.538,1,3,0.333,7,9,0.778,1,5,6,8,4,0,1,2,2.0,True
3,2020,1610612748,MIA,Miami Heat,22000722,2021-03-31,MIA @ IND,W,37,18,6,14,0.429,0,2,0.0,6,7,0.857,1,3,4,4,2,1,2,1,1.2,False
4,2020,1610612748,MIA,Miami Heat,22000710,2021-03-29,MIA @ NYK,W,34,27,10,15,0.667,0,3,0.0,7,8,0.875,1,4,5,6,0,1,1,2,1.2,False
5,2020,1610612748,MIA,Miami Heat,22000686,2021-03-26,MIA @ CHA,L,38,20,7,16,0.438,2,8,0.25,4,6,0.667,1,4,5,9,1,0,1,4,1.8,False
6,2020,1610612748,MIA,Miami Heat,22000664,2021-03-23,MIA vs. PHX,L,27,14,7,13,0.538,0,1,0.0,0,0,,4,7,11,1,1,0,5,2,-3.8,True
7,2020,1610612748,MIA,Miami Heat,22000645,2021-03-21,MIA vs. IND,L,42,21,7,16,0.438,0,1,0.0,7,8,0.875,6,9,15,7,0,0,2,3,-3.0,True
8,2020,1610612748,MIA,Miami Heat,22000632,2021-03-19,MIA vs. IND,L,32,17,6,10,0.6,0,0,,5,5,1.0,2,6,8,4,2,0,3,0,-5.2,True
9,2020,1610612748,MIA,Miami Heat,22000623,2021-03-17,MIA @ MEM,L,36,24,10,20,0.5,2,6,0.333,2,3,0.667,2,5,7,2,1,0,1,2,0.6,False
10,2020,1610612748,MIA,Miami Heat,22000610,2021-03-16,MIA vs. CLE,W,32,28,11,16,0.688,0,1,0.0,6,6,1.0,4,8,12,4,2,0,3,2,2.8,True
11,2020,1610612748,MIA,Miami Heat,22000596,2021-03-14,MIA @ ORL,W,36,29,10,17,0.588,0,4,0.0,9,10,0.9,2,5,7,9,5,1,1,1,2.6,False
12,2020,1610612748,MIA,Miami Heat,22000582,2021-03-12,MIA @ CHI,W,33,28,9,17,0.529,0,1,0.0,10,12,0.833,0,3,3,8,4,1,2,2,1.8,False
13,2020,1610612748,MIA,Miami Heat,22000571,2021-03-11,MIA vs. ORL,W,36,27,9,17,0.529,1,4,0.25,8,13,0.615,1,7,8,11,3,1,2,2,2.2,True
14,2020,1610612748,MIA,Miami Heat,22000557,2021-03-04,MIA @ NOP,W,34,29,10,14,0.714,1,2,0.5,8,9,0.889,0,3,3,9,3,0,3,3,2.2,False
15,2020,1610612748,MIA,Miami Heat,22000507,2021-02-26,MIA vs. UTA,W,35,33,12,22,0.545,0,3,0.0,9,11,0.818,4,6,10,8,1,0,3,0,1.8,True
16,2020,1610612748,MIA,Miami Heat,22000492,2021-02-24,MIA vs. TOR,W,34,27,8,17,0.471,3,4,0.75,8,8,1.0,2,6,8,10,3,1,2,1,2.0,True
17,2020,1610612748,MIA,Miami Heat,22000475,2021-02-22,MIA @ OKC,W,29,15,3,11,0.273,0,0,,9,9,1.0,2,2,4,9,1,1,1,0,2.2,False
18,2020,1610612748,MIA,Miami Heat,22000463,2021-02-20,MIA @ LAL,W,34,24,8,20,0.4,0,0,,8,10,0.8,4,4,8,5,2,0,5,2,0.0,False
19,2020,1610612748,MIA,Miami Heat,22000447,2021-02-18,MIA @ SAC,W,35,13,6,12,0.5,0,1,0.0,1,2,0.5,3,7,10,13,1,0,3,2,0.8,False
20,2020,1610612748,MIA,Miami Heat,22000443,2021-02-17,MIA @ GSW,L,41,13,6,15,0.4,1,2,0.5,0,0,,2,10,12,11,3,0,5,2,-1.0,False
21,2020,1610612748,MIA,Miami Heat,22000425,2021-02-15,MIA @ LAC,L,38,30,10,19,0.526,0,2,0.0,10,10,1.0,3,7,10,10,2,0,1,1,1.0,False
22,2020,1610612748,MIA,Miami Heat,22000410,2021-02-13,MIA @ UTA,L,32,15,3,10,0.3,1,2,0.5,8,12,0.667,3,5,8,5,3,0,3,3,-4.4,False
23,2020,1610612748,MIA,Miami Heat,22000392,2021-02-11,MIA @ HOU,W,39,27,8,18,0.444,1,2,0.5,10,11,0.909,1,9,10,10,0,0,3,1,0.8,False
24,2020,1610612748,MIA,Miami Heat,22000376,2021-02-09,MIA vs. NYK,W,36,26,6,15,0.4,1,2,0.5,13,15,0.867,0,8,8,10,1,1,2,1,5.0,True
25,2020,1610612748,MIA,Miami Heat,22000364,2021-02-07,MIA @ NYK,W,34,17,3,11,0.273,0,1,0.0,11,12,0.917,2,8,10,9,1,0,4,1,2.2,False
26,2020,1610612748,MIA,Miami Heat,22000347,2021-02-05,MIA vs. WAS,W,26,14,4,7,0.571,0,0,,6,8,0.75,1,7,8,9,3,1,2,1,6.8,True
27,2020,1610612748,MIA,Miami Heat,22000331,2021-02-03,MIA vs. WAS,L,37,19,5,11,0.455,0,1,0.0,9,11,0.818,3,5,8,9,1,0,0,1,-0.2,True
28,2020,1610612748,MIA,Miami Heat,22000314,2021-02-01,MIA vs. CHA,L,37,25,9,17,0.529,0,3,0.0,7,10,0.7,3,6,9,5,4,0,3,2,-1.4,True
29,2020,1610612748,MIA,Miami Heat,22000301,2021-01-30,MIA vs. SAC,W,34,30,8,19,0.421,0,2,0.0,14,16,0.875,1,6,7,8,0,0,0,1,-1.4,True
30,2020,1610612748,MIA,Miami Heat,22000136,2021-01-09,MIA @ WAS,W,36,26,10,18,0.556,0,1,0.0,6,6,1.0,3,7,10,9,2,1,0,1,2.2,False
31,2020,1610612748,MIA,Miami Heat,22000111,2021-01-06,MIA vs. BOS,L,33,26,9,19,0.474,0,3,0.0,8,9,0.889,2,6,8,3,0,3,1,0,1.6,True
32,2020,1610612748,MIA,Miami Heat,22000096,2021-01-04,MIA vs. OKC,W,26,18,6,12,0.5,0,2,0.0,6,6,1.0,0,3,3,6,1,0,0,1,3.4,True
33,2020,1610612748,MIA,Miami Heat,22000071,2021-01-01,MIA @ DAL,L,27,2,0,6,0.0,0,0,,2,3,0.667,1,2,3,2,2,0,3,1,-3.6,False
34,2020,1610612748,MIA,Miami Heat,22000005,2020-12-25,MIA vs. NOP,W,16,4,2,7,0.286,0,1,0.0,0,0,,3,3,6,5,1,0,1,0,-1.6,True
35,2020,1610612748,MIA,Miami Heat,22000012,2020-12-23,MIA @ ORL,L,36,19,7,15,0.467,0,0,,5,5,1.0,1,2,3,7,7,0,6,1,-1.0,False
57,2019,1610612748,MIA,Miami Heat,21901306,2020-08-12,MIA @ OKC,L,16,7,2,3,0.667,0,0,,3,5,0.6,1,4,5,2,2,0,3,1,2.6,False
58,2019,1610612748,MIA,Miami Heat,21901295,2020-08-10,MIA vs. IND,W,29,19,5,13,0.385,0,2,0.0,9,11,0.818,3,8,11,5,4,1,2,2,3.4,True
59,2019,1610612748,MIA,Miami Heat,21901250,2020-08-03,MIA vs. TOR,L,33,16,4,9,0.444,0,0,,8,8,1.0,2,5,7,5,2,2,3,1,-1.4,True
60,2019,1610612748,MIA,Miami Heat,21901239,2020-08-01,MIA @ DEN,W,30,22,6,11,0.545,0,0,,10,11,0.909,2,2,4,7,3,0,1,3,1.8,False
63,2019,1610612748,MIA,Miami Heat,21900951,2020-03-08,MIA @ WAS,W,24,9,2,4,0.5,0,0,,5,6,0.833,0,0,0,0,1,0,1,1,-0.2,False
64,2019,1610612748,MIA,Miami Heat,21900936,2020-03-06,MIA @ NOP,L,37,28,8,17,0.471,0,0,,12,14,0.857,2,6,8,6,3,0,0,1,-1.4,False
65,2019,1610612748,MIA,Miami Heat,21900919,2020-03-04,MIA vs. ORL,W,34,12,4,9,0.444,0,1,0.0,4,6,0.667,2,5,7,8,2,0,1,0,-0.8,True
66,2019,1610612748,MIA,Miami Heat,21900906,2020-03-02,MIA vs. MIL,W,35,18,7,14,0.5,1,1,1.0,3,4,0.75,1,5,6,7,1,0,0,1,2.8,True
67,2019,1610612748,MIA,Miami Heat,21900889,2020-02-29,MIA vs. BKN,W,36,16,5,14,0.357,0,1,0.0,6,9,0.667,3,3,6,8,1,0,2,1,-0.6,True
68,2019,1610612748,MIA,Miami Heat,21900880,2020-02-28,MIA vs. DAL,W,33,26,8,14,0.571,0,0,,10,12,0.833,0,5,5,3,0,1,3,3,-1.2,True
69,2019,1610612748,MIA,Miami Heat,21900868,2020-02-26,MIA vs. MIN,L,35,18,4,10,0.4,0,0,,10,11,0.909,3,1,4,9,0,2,4,1,0.8,True
70,2019,1610612748,MIA,Miami Heat,21900821,2020-02-20,MIA @ ATL,L,34,17,6,18,0.333,0,1,0.0,5,6,0.833,2,6,8,9,2,1,2,1,2.8,False
72,2019,1610612748,MIA,Miami Heat,21900816,2020-02-12,MIA @ UTA,L,33,25,10,21,0.476,0,3,0.0,5,6,0.833,3,5,8,1,0,0,4,1,-3.2,False
73,2019,1610612748,MIA,Miami Heat,21900800,2020-02-10,MIA @ GSW,W,33,21,9,15,0.6,0,0,,3,4,0.75,0,10,10,5,4,1,2,1,-1.4,False
74,2019,1610612748,MIA,Miami Heat,21900763,2020-02-05,MIA @ LAC,L,26,11,3,7,0.429,0,1,0.0,5,7,0.714,1,4,5,7,0,0,1,1,-4.4,False
75,2019,1610612748,MIA,Miami Heat,21900747,2020-02-03,MIA vs. PHI,W,29,38,14,20,0.7,2,2,1.0,8,8,1.0,2,5,7,2,3,0,0,2,2.6,True
76,2019,1610612748,MIA,Miami Heat,21900729,2020-02-01,MIA @ ORL,W,34,24,8,15,0.533,0,1,0.0,8,9,0.889,0,3,3,3,1,1,3,3,2.6,False
77,2019,1610612748,MIA,Miami Heat,21900701,2020-01-28,MIA vs. BOS,L,36,20,5,14,0.357,0,4,0.0,10,12,0.833,3,3,6,2,3,0,3,2,-1.4,True
78,2019,1610612748,MIA,Miami Heat,21900694,2020-01-27,MIA vs. ORL,W,30,19,7,11,0.636,0,0,,5,5,1.0,2,1,3,7,1,1,0,1,4.0,True
79,2019,1610612748,MIA,Miami Heat,21900673,2020-01-24,MIA vs. LAC,L,30,20,6,15,0.4,0,3,0.0,8,8,1.0,1,7,8,7,0,0,1,2,-1.0,True
80,2019,1610612748,MIA,Miami Heat,21900658,2020-01-22,MIA vs. WAS,W,34,24,4,10,0.4,0,1,0.0,16,18,0.889,1,6,7,10,0,1,2,2,0.2,True
81,2019,1610612748,MIA,Miami Heat,21900637,2020-01-19,MIA @ SAS,L,33,16,5,14,0.357,0,2,0.0,6,6,1.0,1,4,5,6,2,0,0,3,0.8,False
82,2019,1610612748,MIA,Miami Heat,21900623,2020-01-17,MIA @ OKC,W,34,14,3,8,0.375,1,3,0.333,7,7,1.0,2,8,10,7,2,1,2,1,0.6,False
83,2019,1610612748,MIA,Miami Heat,21900606,2020-01-15,MIA vs. SAS,W,34,12,4,11,0.364,1,2,0.5,3,7,0.429,1,2,3,4,1,1,2,1,-0.6,True
84,2019,1610612748,MIA,Miami Heat,21900584,2020-01-12,MIA @ NYK,L,35,25,8,15,0.533,0,0,,9,11,0.818,2,9,11,6,0,1,1,1,0.2,False
85,2019,1610612748,MIA,Miami Heat,21900568,2020-01-10,MIA @ BKN,L,36,33,12,18,0.667,0,2,0.0,9,9,1.0,0,9,9,2,0,1,1,1,-3.0,False
86,2019,1610612748,MIA,Miami Heat,21900556,2020-01-08,MIA @ IND,W,28,14,5,6,0.833,0,0,,4,4,1.0,1,5,6,7,2,0,2,2,4.8,False
87,2019,1610612748,MIA,Miami Heat,21900518,2020-01-03,MIA @ ORL,L,35,23,7,12,0.583,0,2,0.0,9,11,0.818,2,8,10,7,3,0,6,1,-1.8,False
88,2019,1610612748,MIA,Miami Heat,21900510,2020-01-02,MIA vs. TOR,W,34,8,2,10,0.2,0,0,,4,7,0.571,3,9,12,7,2,0,3,1,-0.4,True
89,2019,1610612748,MIA,Miami Heat,21900492,2019-12-30,MIA @ WAS,L,37,27,6,10,0.6,0,0,,15,19,0.789,1,5,6,4,0,0,1,0,-1.4,False
90,2019,1610612748,MIA,Miami Heat,21900475,2019-12-28,MIA vs. PHI,W,42,25,7,21,0.333,0,2,0.0,11,14,0.786,4,5,9,9,2,1,0,2,3.6,True
91,2019,1610612748,MIA,Miami Heat,21900470,2019-12-27,MIA vs. IND,W,33,20,3,11,0.273,0,0,,14,15,0.933,5,4,9,6,1,0,4,3,0.6,True
92,2019,1610612748,MIA,Miami Heat,21900449,2019-12-23,MIA vs. UTA,W,34,20,7,15,0.467,0,1,0.0,6,7,0.857,4,4,8,2,2,0,1,2,-1.4,True
93,2019,1610612748,MIA,Miami Heat,21900424,2019-12-20,MIA vs. NYK,W,28,9,2,3,0.667,1,1,1.0,4,6,0.667,1,4,5,8,3,1,3,0,5.8,True
94,2019,1610612748,MIA,Miami Heat,21900410,2019-12-18,MIA @ PHI,W,34,14,5,11,0.455,0,1,0.0,4,5,0.8,0,7,7,5,2,0,4,1,-1.2,False
95,2019,1610612748,MIA,Miami Heat,21900397,2019-12-16,MIA @ MEM,L,39,25,6,12,0.5,1,2,0.5,12,14,0.857,3,1,4,8,1,0,3,1,1.4,False
96,2019,1610612748,MIA,Miami Heat,21900384,2019-12-14,MIA @ DAL,W,43,27,8,22,0.364,1,6,0.167,10,12,0.833,1,3,4,7,1,0,2,2,1.4,False
97,2019,1610612748,MIA,Miami Heat,21900374,2019-12-13,MIA vs. LAL,L,37,23,9,20,0.45,0,5,0.0,5,6,0.833,0,3,3,3,4,0,2,1,-0.4,True
98,2019,1610612748,MIA,Miami Heat,21900354,2019-12-10,MIA vs. ATL,W,42,20,8,18,0.444,1,3,0.333,3,7,0.429,2,16,18,10,0,0,3,0,6.4,True
99,2019,1610612748,MIA,Miami Heat,21900337,2019-12-08,MIA vs. CHI,W,44,23,3,14,0.214,0,5,0.0,17,21,0.81,1,5,6,7,1,1,3,4,0.0,True
100,2019,1610612748,MIA,Miami Heat,21900324,2019-12-06,MIA vs. WAS,W,36,28,9,16,0.563,2,5,0.4,8,11,0.727,3,8,11,11,1,2,3,2,2.6,True
101,2019,1610612748,MIA,Miami Heat,21900310,2019-12-04,MIA @ BOS,L,37,37,12,18,0.667,6,10,0.6,7,10,0.7,2,4,6,4,2,0,4,2,-2.6,False
102,2019,1610612748,MIA,Miami Heat,21900301,2019-12-03,MIA @ TOR,W,41,22,7,16,0.438,2,4,0.5,6,7,0.857,3,10,13,12,1,0,3,0,2.4,False
103,2019,1610612748,MIA,Miami Heat,21900284,2019-12-01,MIA @ BKN,W,35,20,5,17,0.294,1,5,0.2,9,10,0.9,3,4,7,2,1,1,2,1,1.0,False
104,2019,1610612748,MIA,Miami Heat,21900273,2019-11-29,MIA vs. GSW,W,28,16,3,11,0.273,0,2,0.0,10,12,0.833,2,4,6,6,2,0,1,2,3.0,True
105,2019,1610612748,MIA,Miami Heat,21900245,2019-11-25,MIA vs. CHA,W,31,21,6,11,0.545,0,2,0.0,9,9,1.0,2,1,3,7,1,1,3,1,5.8,True
106,2019,1610612748,MIA,Miami Heat,21900230,2019-11-23,MIA @ PHI,L,30,11,4,13,0.308,0,2,0.0,3,4,0.75,4,1,5,3,2,0,1,1,-6.2,False
107,2019,1610612748,MIA,Miami Heat,21900219,2019-11-22,MIA @ CHI,W,34,27,7,10,0.7,1,2,0.5,12,13,0.923,1,4,5,7,4,0,3,2,3.0,False
108,2019,1610612748,MIA,Miami Heat,21900206,2019-11-20,MIA vs. CLE,W,32,21,3,16,0.188,2,4,0.5,13,13,1.0,1,4,5,5,2,4,3,2,5.6,True
109,2019,1610612748,MIA,Miami Heat,21900178,2019-11-16,MIA vs. NOP,W,38,16,4,11,0.364,1,2,0.5,7,7,1.0,2,6,8,13,3,0,6,0,4.4,True
110,2019,1610612748,MIA,Miami Heat,21900161,2019-11-14,MIA @ CLE,W,39,14,7,11,0.636,0,2,0.0,0,0,,1,1,2,6,3,2,4,2,3.4,False
111,2019,1610612748,MIA,Miami Heat,21900148,2019-11-12,MIA vs. DET,W,39,20,6,13,0.462,0,2,0.0,8,11,0.727,0,3,3,13,2,0,0,0,1.8,True
112,2019,1610612748,MIA,Miami Heat,21900126,2019-11-08,MIA @ LAL,L,38,22,7,16,0.438,0,4,0.0,8,8,1.0,2,4,6,3,2,0,0,0,-2.6,False
113,2019,1610612748,MIA,Miami Heat,21900114,2019-11-07,MIA @ PHX,W,34,34,11,16,0.688,2,2,1.0,10,10,1.0,1,4,5,4,0,0,1,4,-0.6,False
114,2019,1610612748,MIA,Miami Heat,21900102,2019-11-05,MIA @ DEN,L,29,16,3,12,0.25,0,3,0.0,10,12,0.833,4,3,7,4,2,0,3,0,-4.6,False
115,2019,1610612748,MIA,Miami Heat,21900086,2019-11-03,MIA vs. HOU,W,27,18,7,15,0.467,2,6,0.333,2,3,0.667,2,5,7,9,4,1,1,2,5.8,True
116,2019,1610612748,MIA,Miami Heat,21900066,2019-10-31,MIA @ ATL,W,35,5,2,10,0.2,0,2,0.0,1,2,0.5,1,8,9,11,6,3,4,1,4.2,False
117,2019,1610612748,MIA,Miami Heat,21900052,2019-10-29,MIA vs. ATL,W,31,21,5,11,0.455,1,2,0.5,10,15,0.667,4,1,5,2,3,0,4,1,3.0,True
133,2018,1610612755,PHI,Philadelphia 76ers,21801212,2019-04-09,PHI @ MIA,L,16,4,2,5,0.4,0,1,0.0,0,0,,0,1,1,1,0,0,2,1,-3.0,False
134,2018,1610612755,PHI,Philadelphia 76ers,21801168,2019-04-03,PHI @ ATL,L,34,16,5,11,0.455,1,4,0.25,5,10,0.5,2,4,6,2,1,0,0,1,-1.4,False
135,2018,1610612755,PHI,Philadelphia 76ers,21801143,2019-03-30,PHI @ MIN,W,36,12,4,17,0.235,1,2,0.5,3,3,1.0,7,6,13,5,2,0,2,2,0.8,False
136,2018,1610612755,PHI,Philadelphia 76ers,21801123,2019-03-28,PHI vs. BKN,W,37,9,3,10,0.3,1,1,1.0,2,2,1.0,2,5,7,3,3,1,1,4,0.8,True
137,2018,1610612755,PHI,Philadelphia 76ers,21801103,2019-03-25,PHI @ ORL,L,33,13,4,10,0.4,0,2,0.0,5,5,1.0,0,6,6,7,1,1,2,1,-3.6,False
138,2018,1610612755,PHI,Philadelphia 76ers,21801088,2019-03-23,PHI @ ATL,L,36,25,6,13,0.462,0,0,,13,13,1.0,2,4,6,4,2,1,1,0,-1.0,False
139,2018,1610612755,PHI,Philadelphia 76ers,21801067,2019-03-20,PHI vs. BOS,W,37,22,7,17,0.412,3,9,0.333,5,5,1.0,2,2,4,2,0,0,0,2,2.2,True
140,2018,1610612755,PHI,Philadelphia 76ers,21801059,2019-03-19,PHI @ CHA,W,38,23,8,19,0.421,1,4,0.25,6,6,1.0,2,2,4,9,2,1,2,3,1.6,False
141,2018,1610612755,PHI,Philadelphia 76ers,21801043,2019-03-17,PHI @ MIL,W,34,27,8,16,0.5,2,2,1.0,9,13,0.692,3,3,6,3,3,0,2,5,1.0,False
142,2018,1610612755,PHI,Philadelphia 76ers,21801027,2019-03-15,PHI vs. SAC,W,35,22,8,14,0.571,0,1,0.0,6,7,0.857,1,5,6,7,2,1,3,2,4.0,True
143,2018,1610612755,PHI,Philadelphia 76ers,21800994,2019-03-10,PHI vs. IND,W,31,12,3,8,0.375,0,0,,6,6,1.0,1,3,4,4,1,1,0,1,1.6,True
144,2018,1610612755,PHI,Philadelphia 76ers,21800981,2019-03-08,PHI @ HOU,L,34,19,8,18,0.444,0,2,0.0,3,4,0.75,7,2,9,3,0,2,3,0,-0.6,False
145,2018,1610612755,PHI,Philadelphia 76ers,21800970,2019-03-06,PHI @ CHI,L,36,22,8,18,0.444,0,1,0.0,6,7,0.857,1,2,3,4,3,0,2,1,1.4,False
146,2018,1610612755,PHI,Philadelphia 76ers,21800960,2019-03-05,PHI vs. ORL,W,34,14,5,10,0.5,0,1,0.0,4,4,1.0,2,0,2,4,3,0,1,0,2.0,True
147,2018,1610612755,PHI,Philadelphia 76ers,21800938,2019-03-02,PHI vs. GSW,L,37,21,5,16,0.313,2,4,0.5,9,11,0.818,5,4,9,2,1,1,2,3,0.2,True
148,2018,1610612755,PHI,Philadelphia 76ers,21800927,2019-02-28,PHI @ OKC,W,37,20,9,20,0.45,0,2,0.0,2,5,0.4,1,7,8,8,2,0,3,3,1.4,False
149,2018,1610612755,PHI,Philadelphia 76ers,21800906,2019-02-25,PHI @ NOP,W,35,11,5,16,0.313,0,2,0.0,1,2,0.5,4,3,7,7,2,1,3,1,-1.2,False
150,2018,1610612755,PHI,Philadelphia 76ers,21800882,2019-02-23,PHI vs. POR,L,30,15,5,9,0.556,0,2,0.0,5,5,1.0,0,2,2,2,0,2,0,1,-2.6,True
151,2018,1610612755,PHI,Philadelphia 76ers,21800868,2019-02-21,PHI vs. MIA,W,35,18,5,14,0.357,0,2,0.0,8,8,1.0,3,3,6,6,1,0,3,1,2.4,True
152,2018,1610612755,PHI,Philadelphia 76ers,21800856,2019-02-13,PHI @ NYK,W,34,13,4,6,0.667,0,0,,5,5,1.0,0,7,7,8,3,2,0,0,6.2,False
153,2018,1610612755,PHI,Philadelphia 76ers,21800849,2019-02-12,PHI vs. BOS,L,36,22,7,12,0.583,1,2,0.5,7,10,0.7,3,6,9,1,0,0,1,1,-0.8,True
154,2018,1610612755,PHI,Philadelphia 76ers,21800835,2019-02-10,PHI vs. LAL,W,31,15,6,10,0.6,1,2,0.5,2,2,1.0,2,2,4,3,0,0,0,0,3.8,True
155,2018,1610612755,PHI,Philadelphia 76ers,21800818,2019-02-08,PHI vs. DEN,W,36,22,4,9,0.444,0,1,0.0,14,14,1.0,1,6,7,5,3,0,0,1,1.8,True
156,2018,1610612755,PHI,Philadelphia 76ers,21800800,2019-02-05,PHI vs. TOR,L,39,18,5,12,0.417,0,2,0.0,8,8,1.0,0,1,1,5,2,0,1,2,-1.0,True
157,2018,1610612755,PHI,Philadelphia 76ers,21800785,2019-02-02,PHI @ SAC,L,39,29,11,18,0.611,4,8,0.5,3,3,1.0,1,3,4,7,2,0,1,5,1.0,False
158,2018,1610612755,PHI,Philadelphia 76ers,21800768,2019-01-31,PHI @ GSW,W,37,7,3,12,0.25,0,6,0.0,1,1,1.0,1,8,9,6,2,0,2,2,1.8,False
159,2018,1610612755,PHI,Philadelphia 76ers,21800755,2019-01-29,PHI @ LAL,W,29,20,7,9,0.778,1,2,0.5,5,6,0.833,3,2,5,6,5,1,1,0,5.2,False
160,2018,1610612755,PHI,Philadelphia 76ers,21800678,2019-01-19,PHI vs. OKC,L,38,18,5,18,0.278,1,6,0.167,7,8,0.875,1,2,3,4,2,2,1,2,-1.6,True
161,2018,1610612755,PHI,Philadelphia 76ers,21800667,2019-01-17,PHI @ IND,W,35,27,10,17,0.588,1,2,0.5,6,6,1.0,1,4,5,8,3,0,0,1,2.2,False
162,2018,1610612755,PHI,Philadelphia 76ers,21800652,2019-01-15,PHI vs. MIN,W,28,19,8,10,0.8,3,4,0.75,0,0,,0,3,3,4,2,1,2,2,4.2,True
163,2018,1610612755,PHI,Philadelphia 76ers,21800638,2019-01-13,PHI @ NYK,W,28,16,7,15,0.467,0,0,,2,2,1.0,3,5,8,2,0,0,1,2,2.4,False
164,2018,1610612755,PHI,Philadelphia 76ers,21800621,2019-01-11,PHI vs. ATL,L,40,30,9,19,0.474,0,1,0.0,12,14,0.857,2,2,4,5,3,0,4,3,0.2,True
165,2018,1610612755,PHI,Philadelphia 76ers,21800608,2019-01-09,PHI @ WAS,L,36,23,7,18,0.389,0,2,0.0,9,10,0.9,6,3,9,2,2,0,1,0,-4.4,False
166,2018,1610612755,PHI,Philadelphia 76ers,21800600,2019-01-08,PHI vs. WAS,W,28,20,8,9,0.889,1,1,1.0,3,6,0.5,1,4,5,3,2,0,3,2,4.0,True
167,2018,1610612755,PHI,Philadelphia 76ers,21800553,2019-01-01,PHI @ LAC,W,29,16,5,13,0.385,1,3,0.333,5,6,0.833,2,4,6,4,0,1,2,2,2.8,False
168,2018,1610612755,PHI,Philadelphia 76ers,21800540,2018-12-30,PHI @ POR,L,26,5,2,12,0.167,0,2,0.0,1,1,1.0,1,2,3,6,1,0,2,0,-4.4,False
169,2018,1610612755,PHI,Philadelphia 76ers,21800515,2018-12-27,PHI @ UTA,W,36,19,7,13,0.538,1,2,0.5,4,4,1.0,0,1,1,1,3,0,0,3,1.2,False
170,2018,1610612755,PHI,Philadelphia 76ers,21800499,2018-12-25,PHI @ BOS,L,43,24,9,21,0.429,3,7,0.429,3,3,1.0,2,3,5,4,3,0,4,1,-2.6,False
171,2018,1610612755,PHI,Philadelphia 76ers,21800481,2018-12-22,PHI vs. TOR,W,29,12,4,10,0.4,0,2,0.0,4,4,1.0,1,6,7,7,3,1,2,3,1.4,True
172,2018,1610612755,PHI,Philadelphia 76ers,21800457,2018-12-19,PHI vs. NYK,W,31,20,6,9,0.667,0,1,0.0,8,10,0.8,1,3,4,4,3,0,0,3,3.2,True
173,2018,1610612755,PHI,Philadelphia 76ers,21800448,2018-12-17,PHI @ SAS,L,30,6,3,13,0.231,0,3,0.0,0,0,,1,2,3,2,1,0,0,0,-4.8,False
174,2018,1610612755,PHI,Philadelphia 76ers,21800437,2018-12-16,PHI @ CLE,W,25,19,6,10,0.6,3,4,0.75,4,5,0.8,0,2,2,2,1,1,0,1,3.6,False
175,2018,1610612755,PHI,Philadelphia 76ers,21800392,2018-12-10,PHI vs. DET,W,10,0,0,3,0.0,0,1,0.0,0,0,,1,3,4,2,0,0,0,1,2.2,True
176,2018,1610612755,PHI,Philadelphia 76ers,21800369,2018-12-07,PHI @ DET,W,39,38,13,27,0.481,1,6,0.167,11,12,0.917,5,1,6,6,3,1,0,1,2.4,False
177,2018,1610612755,PHI,Philadelphia 76ers,21800359,2018-12-05,PHI @ TOR,L,38,38,15,27,0.556,4,7,0.571,4,4,1.0,3,7,10,1,1,1,2,2,0.6,False
178,2018,1610612755,PHI,Philadelphia 76ers,21800340,2018-12-02,PHI vs. MEM,W,33,21,7,17,0.412,0,4,0.0,7,8,0.875,0,3,3,2,0,1,3,3,1.4,True
179,2018,1610612755,PHI,Philadelphia 76ers,21800322,2018-11-30,PHI vs. WAS,W,25,11,5,13,0.385,1,3,0.333,0,0,,4,3,7,4,4,0,0,2,3.8,True
180,2018,1610612755,PHI,Philadelphia 76ers,21800307,2018-11-28,PHI vs. NYK,W,25,7,3,7,0.429,1,2,0.5,0,0,,1,3,4,2,1,1,3,1,3.8,True
181,2018,1610612755,PHI,Philadelphia 76ers,21800289,2018-11-25,PHI @ BKN,W,37,34,11,20,0.55,5,6,0.833,7,7,1.0,6,6,12,2,4,0,1,2,1.2,False
182,2018,1610612755,PHI,Philadelphia 76ers,21800270,2018-11-23,PHI vs. CLE,L,34,22,8,14,0.571,3,4,0.75,3,4,0.75,1,1,2,2,2,1,1,1,-4.0,True
183,2018,1610612755,PHI,Philadelphia 76ers,21800253,2018-11-21,PHI vs. NOP,W,35,13,5,16,0.313,0,3,0.0,3,3,1.0,3,3,6,3,3,1,0,0,0.8,True
184,2018,1610612755,PHI,Philadelphia 76ers,21800242,2018-11-19,PHI vs. PHX,W,32,16,4,9,0.444,0,0,,8,8,1.0,1,2,3,1,2,0,2,3,-0.4,True
